IndividualNumber,ROINumber,ImageLabel,IL_Site,IL_Number,IL_DV,TubeLabel,Event,TaxonCode,Family,Subfamily,Supertribe,Tribe,Subtribe,Genus,Group,SubspeciesEpithet,SpeciesName,Area_SQ_mm_Dorsal,Perimeter_Dorsal,BBWidth_Dorsal,BBHeight_Dorsal,MajorAxis_Dorsal,MinorAxis_Dorsal,Angle_Dorsal,Circ_Dorsal,Feret_Dorsal,IntDen_Dorsal,RawIntDen_Dorsal,FeretX_Dorsal,FeretY_Dorsal,FeretAngle_Dorsal,MinFeret_Dorsal,AR_Dorsal,Round_Dorsal,Solidity_Dorsal,Area_SQ_mm_Ventral,Perimeter_Ventral,BBWidth_Ventral,BBHeight_Ventral,MajorAxis_Ventral,MinorAxis_Ventral,Angle_Ventral,Circ_Ventral,Feret_Ventral,IntDen_Ventral,RawIntDen_Ventral,FeretX_Ventral,FeretY_Ventral,FeretAngle_Ventral,MinFeret_Ventral,AR_Ventral,Round_Ventral,Solidity_Ventral,cIL_Site,cIL_Number,cROINumber,mean_Red_Dorsal,stddev_Red_Dorsal,min_Red_Dorsal,max_Red_Dorsal,intden_Red_Dorsal,skew_Red_Dorsal,kurt_Red_Dorsal,rawintdens_Red_Dorsal,mean_Green_Dorsal,stddev_Green_Dorsal,min_Green_Dorsal,max_Green_Dorsal,intden_Green_Dorsal,skew_Green_Dorsal,kurt_Green_Dorsal,rawintdens_Green_Dorsal,mean_Blue_Dorsal,stddev_Blue_Dorsal,min_Blue_Dorsal,max_Blue_Dorsal,intden_Blue_Dorsal,skew_Blue_Dorsal,kurt_Blue_Dorsal,rawintdens_Blue_Dorsal,mean_Red_Ventral,stddev_Red_Ventral,min_Red_Ventral,max_Red_Ventral,intden_Red_Ventral,skew_Red_Ventral,kurt_Red_Ventral,rawintdens_Red_Ventral,mean_Green_Ventral,stddev_Green_Ventral,min_Green_Ventral,max_Green_Ventral,intden_Green_Ventral,skew_Green_Ventral,kurt_Green_Ventral,rawintdens_Green_Ventral,mean_Blue_Ventral,stddev_Blue_Ventral,min_Blue_Ventral,max_Blue_Ventral,intden_Blue_Ventral,skew_Blue_Ventral,kurt_Blue_Ventral,rawintdens_Blue_Ventral
23,22,STEI_02_DORSAL.tif,STEI,2,Dorsal,STEI_002.2016.0720.PTEMEL.01,STEI_002.20160715,PTEMEL,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Pterostichus,melanarius,melanarius,Pterostichus melanarius melanarius,102.62,87.847,11.182,19.091,17.564,7.439,79.751,0.167,19.625,8722.69,1055440,30,72.273,76.608,10.322,2.361,0.424,0.723,95.727,82.713,12,17.182,17.188,7.091,121.419,0.176,20.352,8136.82,984555,26.455,56.182,122.412,9.683,2.424,0.413,0.719,STEI,2,22,46.93,27.995,4,179,814.546,2.226,4.886,593804,44.209,26.251,2,177,767.32,2.381,5.988,559376,44.052,25.198,1,177,764.598,2.491,6.992,557392,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25,25,STEI_02_DORSAL.tif,STEI,2,Dorsal,STEI_002.2016.0720.PTEMEL.01,STEI_002.20160718,PTEMEL,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Pterostichus,melanarius,melanarius,Pterostichus melanarius melanarius,91.298,79.29,11.909,17.545,17.34,6.704,113.527,0.182,18.086,7760.29,938995,64.727,55.909,107.251,8.899,2.587,0.387,0.698,95.736,89.26,10.091,18.273,17.363,7.02,81.512,0.151,18.653,8137.52,984640,58.818,74.455,75.896,8.932,2.473,0.404,0.697,STEI,2,25,46.995,23.739,8,158,715.11,1.924,3.448,521315,43.705,21.903,4,145,665.041,1.983,3.763,484815,42.995,20.714,3,145,654.251,2.056,4.257,476949,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
26,26,STEI_02_DORSAL.tif,STEI,2,Dorsal,STEI_002.2016.0720.PTEMEL.01,STEI_002.20160719,PTEMEL,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Pterostichus,melanarius,melanarius,Pterostichus melanarius melanarius,89.603,109.022,11.909,20.364,16.019,7.122,93.275,0.095,21.785,7616.28,921570,78.273,57.727,113.356,11.154,2.249,0.445,0.457,90.479,93.821,12.727,19.818,15.806,7.289,76.767,0.129,19.981,7690.74,930580,83.545,56.727,97.319,11.118,2.169,0.461,0.501,STEI,2,26,49.762,30.919,1,178,761.583,1.945,3.411,555194,46.994,29.159,1,177,719.225,2.066,4.206,524315,46.674,27.902,1,176,714.329,2.169,4.975,520746,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22,27,STEI_02_DORSAL.tif,STEI,2,Dorsal,STEI_002.2016.0720.PTEMEL.01,STEI_002.20160719,PTEMEL,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Pterostichus,melanarius,melanarius,Pterostichus melanarius melanarius,82.116,77.106,11.818,17.182,15.782,6.625,109.515,0.174,18.055,6979.83,844560,11,57.727,107.888,7.974,2.382,0.42,0.683,78.719,72.608,8.273,17.091,15.78,6.352,95.902,0.188,17.23,6691.12,809625,15.727,57.182,97.275,8.259,2.484,0.403,0.694,STEI,2,27,50.307,26.779,11,160,699.261,1.861,3.102,509761,47.092,25.199,10,158,654.575,1.946,3.632,477185,46.622,24.096,7,159,648.04,2.007,4.128,472421,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28,31,STEI_02_DORSAL.tif,STEI,2,Dorsal,STEI_002.20160817.PTEMEL.01,STEI_002.20160817,PTEMEL,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Pterostichus,melanarius,melanarius,Pterostichus melanarius melanarius,117.388,91.874,12.636,19.818,18.087,8.263,82.063,0.175,20.757,9978.02,1207340,10.545,115.182,71.089,11.263,2.189,0.457,0.638,116.579,74.856,12.818,18.182,18.218,8.148,76.159,0.261,19.333,9909.17,1199010,21.182,110.727,69.349,10.057,2.236,0.447,0.747,STEI,2,31,45.983,25.045,2,168,904.011,1.957,4.209,659024,43.635,23.504,2,167,857.852,2.032,4.729,625374,43.687,22.502,1,165,858.885,2.03,5.127,626127,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37,37,STEI_02_DORSAL.tif,STEI,2,Dorsal,STEI_002.20160817.PTEMEL.01,STEI_002.20160817,PTEMEL,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Pterostichus,melanarius,melanarius,Pterostichus melanarius melanarius,87.917,73.437,12.455,18.636,15.589,7.181,84.357,0.205,18.644,7472.98,904230,165.091,102.455,91.676,10.682,2.171,0.461,0.653,87.091,75.242,11.909,19.091,15.548,7.132,100.976,0.193,19.26,7402.73,895730,166.182,94.364,97.595,10.666,2.18,0.459,0.652,STEI,2,37,51.993,34.891,1,173,804.075,1.577,1.793,586171,49.241,33.68,1,171,761.51,1.674,2.285,555141,49.237,32.635,2,170,761.444,1.742,2.656,555093,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34,33,STEI_02_DORSAL.tif,STEI,2,Dorsal,STEI_002.20160817.PTEMEL.01,STEI_002.20160817,PTEMEL,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Pterostichus,melanarius,melanarius,Pterostichus melanarius melanarius,84.802,61.649,8.364,18.182,16.635,6.491,90.047,0.28,18.205,7208.14,872185,120.909,97.545,92.862,7.956,2.563,0.39,0.734,89.43,68.663,8.727,17.909,16.7,6.818,101.387,0.238,18.296,7601.53,919785,118.455,95,115.928,8.182,2.449,0.408,0.73,STEI,2,33,48.908,29.947,7,176,713.366,2.114,4.299,520044,46.915,28.808,6,173,684.294,2.212,4.892,498850,46.877,27.59,5,171,683.737,2.282,5.397,498444,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29,28,STEI_02_DORSAL.tif,STEI,2,Dorsal,STEI_002.20160817.PTEMEL.01,STEI_002.20160817,PTEMEL,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Pterostichus,melanarius,melanarius,Pterostichus melanarius melanarius,103.686,97.944,12.636,22.636,19.697,6.702,92.237,0.136,22.868,8813.31,1066410,31.091,95.273,104.975,11.858,2.939,0.34,0.553,105.231,119.325,16.364,22.545,18.59,7.207,78.739,0.093,22.864,8944.67,1082300,40.364,117.909,65.575,15.466,2.579,0.388,0.43,STEI,2,28,50.098,30.047,1,192,882.047,2.28,5.617,643012,47.39,28.565,2,189,834.358,2.464,6.848,608247,47.028,27.391,1,189,827.981,2.585,7.816,603598,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
32,32,STEI_02_DORSAL.tif,STEI,2,Dorsal,STEI_002.20160817.PTEMEL.01,STEI_002.20160817,PTEMEL,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Pterostichus,melanarius,melanarius,Pterostichus melanarius melanarius,106.215,100.271,16.727,19.182,20.187,6.699,54.509,0.133,23.059,9028.26,1092420,84.091,116.273,50.599,10.026,3.013,0.332,0.616,105.364,109.001,14.091,20.636,18.824,7.127,77.232,0.111,21.8,8955.91,1083660,81.273,114.727,52.796,10.437,2.641,0.379,0.573,STEI,2,32,44.016,24.309,0,162,779.185,1.789,3.459,568026,41.963,22.254,1,159,742.84,1.853,4.064,541530,41.85,20.955,1,157,740.842,1.834,4.397,540074,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
31,29,STEI_02_DORSAL.tif,STEI,2,Dorsal,STEI_002.20160817.PTEMEL.01,STEI_002.20160817,PTEMEL,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Pterostichus,melanarius,melanarius,Pterostichus melanarius melanarius,97.331,100.155,12.818,18.455,17.414,7.116,99.177,0.122,19.446,8273.1,1001040,69.455,96.727,122.204,10.351,2.447,0.409,0.599,96.636,98.846,13.545,17.727,17.257,7.13,74.615,0.124,18.301,8214.09,993905,72.909,113.818,75.619,10.757,2.42,0.413,0.609,STEI,2,29,43.085,23.212,5,152,696.401,1.905,3.582,507676,41.166,21.394,6,146,665.374,1.909,3.693,485058,41.536,19.922,6,148,671.348,1.884,3.848,489413,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30,30,STEI_02_DORSAL.tif,STEI,2,Dorsal,STEI_002.20160817.PTEMEL.01,STEI_002.20160817,PTEMEL,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Pterostichus,melanarius,melanarius,Pterostichus melanarius melanarius,96.496,86.401,12.091,21.727,17.181,7.151,94.484,0.162,23.249,8202.15,992460,51.182,95.182,110.844,10.678,2.402,0.416,0.594,90.719,97.659,13.636,22.727,17.025,6.785,79.506,0.12,23.623,7711.12,933045,54.545,119.273,66.888,12.622,2.509,0.399,0.493,STEI,2,30,45.982,28.862,2,172,752.554,1.697,2.352,548612,43.745,27.124,1,171,715.941,1.756,2.72,521921,43.576,25.794,3,174,713.182,1.793,3.077,519910,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
36,34,STEI_02_DORSAL.tif,STEI,2,Dorsal,STEI_002.20160817.PTEMEL.01,STEI_002.20160817,PTEMEL,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Pterostichus,melanarius,melanarius,Pterostichus melanarius melanarius,94.62,94.96,11.727,19.545,17.479,6.892,103.713,0.132,20.358,8042.69,973165,147.091,100.364,109.568,11.516,2.536,0.394,0.621,94.512,99.682,11.273,20.273,17.292,6.959,93.941,0.12,20.313,8033.55,972060,153.273,117.545,86.408,11.2,2.485,0.402,0.636,STEI,2,34,52.288,36.474,4,181,878.281,1.748,2.266,640267,49.908,35.43,3,181,838.31,1.84,2.712,611128,50.051,34.487,3,177,840.709,1.887,3.003,612877,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
33,35,STEI_02_DORSAL.tif,STEI,2,Dorsal,STEI_002.20160817.PTEMEL.01,STEI_002.20160817,PTEMEL,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Pterostichus,melanarius,melanarius,Pterostichus melanarius melanarius,78.545,91.631,11.545,16.273,14.506,6.894,94.536,0.118,18.229,6676.36,807840,102.818,101.091,123.611,11.156,2.104,0.475,0.526,79.347,95.31,13.091,18.091,14.932,6.766,113.723,0.11,18.269,6744.5,816085,104.364,97.818,98.009,10.764,2.207,0.453,0.529,STEI,2,35,48.189,30.198,3,172,644.038,1.943,3.82,469504,46.042,28.886,2,167,615.35,1.991,4.265,448590,46.157,27.408,1,167,616.889,2.028,4.769,449712,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
35,36,STEI_02_DORSAL.tif,STEI,2,Dorsal,STEI_002.20160817.PTEMEL.01,STEI_002.20160817,PTEMEL,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Pterostichus,melanarius,melanarius,Pterostichus melanarius melanarius,90.802,104.702,10.636,20.364,15.978,7.236,88.623,0.104,21.013,7718.14,933895,135.636,100.182,104.277,10.369,2.208,0.453,0.59,94.702,110.029,18.455,15.182,16.258,7.417,44.578,0.098,20.535,8049.71,974015,128,108.818,27.699,11.477,2.192,0.456,0.583,STEI,2,36,51.736,25.678,0,158,785.77,1.564,1.931,572826,48.749,23.632,2,142,740.394,1.588,2.031,539747,48.276,22.346,1,139,733.217,1.608,2.263,534515,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47,46,STEI_02_DORSAL.tif,STEI,2,Dorsal,STEI_002.20160817.PTEMEL.01,STEI_002.20160817,PTEMEL,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Pterostichus,melanarius,melanarius,Pterostichus melanarius melanarius,89.934,73.943,12.727,16.818,16.957,6.753,111.931,0.207,18.276,7644.38,924970,172.182,123.273,113.76,9.227,2.511,0.398,0.697,88.785,82.757,15,16.182,17.409,6.494,140.355,0.163,18.873,7546.74,913155,177,114.909,127.367,9,2.681,0.373,0.668,STEI,2,46,49.911,30.883,1,188,767.494,1.956,3.94,559503,45.148,29.911,2,185,694.244,2.16,4.974,506104,43.551,29.35,0,183,669.691,2.258,5.673,488205,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
40,38,STEI_02_DORSAL.tif,STEI,2,Dorsal,STEI_002.20160817.PTEMEL.01,STEI_002.20160817,PTEMEL,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Pterostichus,melanarius,melanarius,Pterostichus melanarius melanarius,112.149,122.214,16.455,23.545,18.755,7.614,88.361,0.094,23.638,9532.64,1153450,47.636,140.182,84.925,14.299,2.463,0.406,0.454,111.579,124.839,16.545,23.182,18.792,7.56,91.921,0.09,23.311,9484.17,1147580,48.455,116.636,96.044,13.989,2.486,0.402,0.453,STEI,2,38,46.23,27.733,1,175,873.428,1.749,2.803,636729,43.986,25.863,0,172,831.036,1.831,3.353,605825,43.909,24,2,169,829.573,1.89,3.893,604759,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38,43,STEI_02_DORSAL.tif,STEI,2,Dorsal,STEI_002.20160817.PTEMEL.01,STEI_002.20160817,PTEMEL,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Pterostichus,melanarius,melanarius,Pterostichus melanarius melanarius,105.19,89.514,11.818,19.636,17.73,7.554,98.083,0.165,20.004,8941.16,1081880,15.545,120.636,101.004,10.971,2.347,0.426,0.644,105.165,102.165,16.818,17.091,17.609,7.604,53.59,0.127,19.146,8939.05,1081620,8.909,134.091,52.912,11.318,2.316,0.432,0.588,STEI,2,43,50.599,28.015,6,159,902.657,1.502,1.667,658037,47.654,26.531,3,158,850.118,1.607,2.138,619736,47.406,25.41,1,160,845.698,1.701,2.63,616514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
41,40,STEI_02_DORSAL.tif,STEI,2,Dorsal,STEI_002.20160817.PTEMEL.01,STEI_002.20160817,PTEMEL,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Pterostichus,melanarius,melanarius,Pterostichus melanarius melanarius,80.438,71.697,11,18.545,16.631,6.158,93.117,0.197,20.126,6837.23,827305,60.545,119.091,112.859,10.006,2.701,0.37,0.571,87.289,65.164,9.364,19.273,16.866,6.589,94.75,0.258,19.823,7419.59,897770,68.545,138.182,76.474,8.959,2.56,0.391,0.655,STEI,2,40,58.028,38.441,7,178,849.173,1.678,1.809,619047,55.142,37.526,8,176,806.941,1.778,2.166,588260,54.554,36.446,7,175,798.333,1.845,2.436,581985,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
44,42,STEI_02_DORSAL.tif,STEI,2,Dorsal,STEI_002.20160817.PTEMEL.01,STEI_002.20160817,PTEMEL,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Pterostichus,melanarius,melanarius,Pterostichus melanarius melanarius,115.479,106.366,11.545,22.636,20.343,7.228,96.627,0.128,22.898,9815.74,1187700,118.909,143.182,81.323,10.576,2.815,0.355,0.647,117.025,90.429,14.364,22,20.459,7.283,100.198,0.18,22.27,9947.11,1203600,120.091,119.364,98.924,12.521,2.809,0.356,0.592,STEI,2,42,47.697,28.789,0,185,930.052,1.915,3.57,678008,44.946,26.392,1,182,876.407,2.03,4.42,638901,44.474,24.232,1,183,867.222,2.151,5.586,632205,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39,41,STEI_02_DORSAL.tif,STEI,2,Dorsal,STEI_002.20160817.PTEMEL.01,STEI_002.20160817,PTEMEL,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Pterostichus,melanarius,melanarius,Pterostichus melanarius melanarius,99.992,77.809,12.455,18.909,18.158,7.011,73.419,0.208,19.722,8499.3,1028420,28.273,138,70.897,11.933,2.59,0.386,0.573,101.76,76.156,13.091,18.273,17.784,7.285,110.811,0.22,19.661,8649.63,1046600,27.727,119.455,113.72,12.238,2.441,0.41,0.576,STEI,2,41,52.936,34.945,4,179,934.92,1.746,2.309,681557,50.224,33.933,3,176,887.019,1.852,2.78,646637,49.832,33.131,1,174,880.085,1.923,3.14,641582,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
42,39,STEI_02_DORSAL.tif,STEI,2,Dorsal,STEI_002.20160817.PTEMEL.01,STEI_002.20160817,PTEMEL,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Pterostichus,melanarius,melanarius,Pterostichus melanarius melanarius,109.926,103.852,14.818,22,18.61,7.521,83.124,0.128,22.015,9343.68,1130580,83.273,118.909,92.13,14.774,2.475,0.404,0.521,109.686,108.636,16.455,21.364,18.374,7.601,79.174,0.117,21.493,9323.31,1128120,84.818,141,69.189,15.383,2.417,0.414,0.479,STEI,2,39,49.734,31.245,2,162,946.041,1.672,2.153,689664,47.404,29.459,3,162,901.709,1.822,2.846,657346,47.731,27.983,3,160,907.938,1.902,3.36,661887,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45,47,STEI_02_DORSAL.tif,STEI,2,Dorsal,STEI_002.20160817.PTEMEL.01,STEI_002.20160817,PTEMEL,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Pterostichus,melanarius,melanarius,Pterostichus melanarius melanarius,83.215,90.542,13.818,16.273,14.936,7.094,109.354,0.128,17.068,7073.26,855865,137.545,123.727,111.235,13.347,2.105,0.475,0.544,83.537,95.081,15.091,17,15.045,7.07,106.671,0.116,17.287,7100.66,859180,139.273,121.455,104.621,13.29,2.128,0.47,0.525,STEI,2,47,43.912,28.904,0,176,617.416,2.023,4.272,450096,41.94,27.463,1,174,589.694,2.127,4.992,429887,42.078,26.529,0,178,591.636,2.175,5.606,431303,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
43,45,STEI_02_DORSAL.tif,STEI,2,Dorsal,STEI_002.20160817.PTEMEL.01,STEI_002.20160817,PTEMEL,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Pterostichus,melanarius,melanarius,Pterostichus melanarius melanarius,92.314,85.774,10.636,19,17.579,6.686,97.212,0.158,19.195,7846.69,949450,104.545,123.182,98.168,10.267,2.629,0.38,0.614,89.058,78.959,9.273,18.727,17.512,6.475,85.969,0.18,18.854,7569.92,915960,105.364,140.727,83.355,9.237,2.705,0.37,0.695,STEI,2,45,47.96,27.376,4,170,755.063,2.351,5.765,550441,46.229,26.441,3,172,727.807,2.508,6.748,530571,47.011,25.217,3,170,740.121,2.589,7.499,539548,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46,44,STEI_02_DORSAL.tif,STEI,2,Dorsal,STEI_002.20160817.PTEMEL.01,STEI_002.20160817,PTEMEL,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Pterostichus,melanarius,melanarius,Pterostichus melanarius melanarius,90.223,111.812,14.909,18.636,16.402,7.004,96.536,0.091,18.693,7668.97,927945,156.727,123,94.463,14.08,2.342,0.427,0.5,93.033,96.655,15.182,17.818,16.335,7.251,70.12,0.125,18.574,7907.81,956845,155.455,140.727,72.629,13.694,2.253,0.444,0.526,STEI,2,44,44.766,28.29,1,152,678.427,1.636,2.263,494573,42.196,26.197,1,143,639.476,1.619,2.363,466178,41.762,25.02,1,145,632.908,1.609,2.557,461390,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
50,51,STEI_02_DORSAL.tif,STEI,2,Dorsal,STEI_002.20160817.PTEMEL.01,STEI_002.20160817,PTEMEL,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Pterostichus,melanarius,melanarius,Pterostichus melanarius melanarius,98.438,115.779,13.727,20.545,17.513,7.157,88.351,0.092,20.804,8367.23,1012440,45.455,163.273,80.949,13.281,2.447,0.409,0.481,101.694,115.096,13.364,20.091,17.945,7.215,115.648,0.096,21.133,8644.01,1045920,42.818,140.909,122.528,12.02,2.487,0.402,0.522,STEI,2,51,49.798,30.779,4,184,836.047,2.267,5.4,609478,47.298,29.21,5,182,794.077,2.435,6.554,578882,47.447,27.79,3,181,796.576,2.602,7.79,580704,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
48,50,STEI_02_DORSAL.tif,STEI,2,Dorsal,STEI_002.20160817.PTEMEL.01,STEI_002.20160817,PTEMEL,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Pterostichus,melanarius,melanarius,Pterostichus melanarius melanarius,84.843,90.168,11.455,16.909,14.395,7.504,102.82,0.131,17.727,7211.65,872610,5.636,159.364,68.962,11.367,1.918,0.521,0.543,86.967,106.57,11.727,18,14.817,7.473,78.25,0.096,18.364,7392.19,894455,17,140.545,101.421,11.586,1.983,0.504,0.547,STEI,2,50,55.65,37.771,6,179,840.856,1.614,1.762,612984,52.749,36.649,5,176,797.026,1.705,2.176,581032,52.381,35.425,8,174,791.46,1.807,2.6,576974,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
49,49,STEI_02_DORSAL.tif,STEI,2,Dorsal,STEI_002.20160817.PTEMEL.01,STEI_002.20160817,PTEMEL,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Pterostichus,melanarius,melanarius,Pterostichus melanarius melanarius,84.165,58.74,8.273,18.364,17.635,6.077,84.189,0.307,18.463,7154.05,865640,29.364,159.636,84.065,7.882,2.902,0.345,0.753,89.339,67.6,10.364,18.091,17.602,6.462,72.52,0.246,18.721,7593.8,918850,28.727,159.727,73.061,9.366,2.724,0.367,0.714,STEI,2,49,47.297,22.458,13,164,666.117,2.066,4.757,485599,44.038,20.759,9,160,620.221,2.233,5.772,452141,43.887,19.702,8,161,618.091,2.353,6.83,450588,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
